Domain,Num triplets,fold,Algorithm,ok,no_solution,timeout,not_applicable,goal_not_achieved,solver_error,validated_against_expert_plan,not_validated_against_expert_plan,problems_ok,problems_no_solution,problems_timeout,problems_solver_error,problems_not_applicable,problems_goal_not_achieved,problems_validated_against_expert_plan,problems_not_validated_against_expert_plan
satellite,1,0,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,1,1,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,1,2,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,1,3,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,1,4,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,2,0,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,2,1,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,2,2,rosame,0,0,0,0,0,20,0,0,[],[],[],[],[],[],[],[]
satellite,2,3,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,2,4,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,3,0,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,3,1,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,3,2,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,3,3,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,3,4,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,4,0,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,4,1,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,4,2,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,4,3,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,4,4,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,5,0,rosame,0,0,0,0,0,20,0,0,[],[],[],[],[],[],[],[]
satellite,5,1,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,5,2,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,5,3,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,5,4,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,6,0,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,6,1,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,6,2,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,6,3,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
satellite,6,4,rosame,20,0,0,0,0,0,0,0,"['pfile5.pddl', 'pfile10.pddl', 'pfile9.pddl', 'pfile8.pddl', 'pfile11.pddl', 'pfile4.pddl', 'pfile16.pddl', 'pfile3.pddl', 'pfile2.pddl', 'pfile17.pddl', 'pfile14.pddl', 'pfile1.pddl', 'pfile18.pddl', 'pfile19.pddl', 'pfile0.pddl', 'pfile15.pddl', 'pfile7.pddl', 'pfile12.pddl', 'pfile13.pddl', 'pfile6.pddl']",[],[],[],[],[],[],[]
