Algorithm,Domain,Num. Of Traces,Threshold,Epsilon,Fold,Unobserved_actions,precision_effect,precision_precondition,recall_effect,recall_precondition
sam_with,rover,1000,0.3,0.8,2,3,0.89,0.22,0.36,0.79
sam_without,rover,100,0.3,0.8,2,3,0.94,0.23,0.47,0.81
rosame,rover,100,0.3,0.8,2,0,0.53,0.39,0.47,0.55
sam_with,rover,1000,0.3,0.8,3,6,0.89,0.12,0.17,0.89
sam_without,rover,100,0.3,0.8,3,6,0.94,0.13,0.28,0.91
rosame,rover,100,0.3,0.8,3,0,0.35,0.37,0.33,0.56
sam_with,rover,1000,0.3,0.8,4,6,0.89,0.1,0.17,0.86
sam_without,rover,100,0.3,0.8,4,6,0.89,0.1,0.28,0.89
rosame,rover,100,0.3,0.8,4,0,0.32,0.33,0.36,0.51
sam_with,rover,1000,0.3,1.0,0,2,0.85,0.23,0.41,0.64
sam_without,rover,100,0.3,1.0,0,2,0.74,0.22,0.49,0.67
rosame,rover,100,0.3,1.0,0,0,0.36,0.23,0.36,0.45
sam_with,rover,1000,0.3,1.0,1,5,0.67,0.1,0.06,0.76
sam_without,rover,100,0.3,1.0,1,5,0.72,0.11,0.33,0.81
rosame,rover,100,0.3,1.0,1,0,0.23,0.2,0.29,0.26
sam_with,rover,1000,0.3,1.0,2,3,0.89,0.2,0.36,0.7
sam_without,rover,100,0.3,1.0,2,3,0.85,0.19,0.47,0.73
rosame,rover,100,0.3,1.0,2,0,0.35,0.31,0.33,0.47
sam_with,rover,1000,0.3,1.0,3,6,0.89,0.13,0.17,0.84
sam_without,rover,100,0.3,1.0,3,6,0.94,0.13,0.28,0.87
rosame,rover,100,0.3,1.0,3,0,0.26,0.23,0.28,0.4
sam_with,rover,1000,0.3,1.0,4,6,0.89,0.11,0.17,0.78
sam_without,rover,100,0.3,1.0,4,6,0.81,0.1,0.28,0.81
rosame,rover,100,0.3,1.0,4,0,0.25,0.29,0.28,0.53
sam_with,rover,1000,0.4,0.2,0,2,1.0,0.48,0.69,0.9
sam_without,rover,100,0.4,0.2,0,2,1.0,0.48,0.69,0.9
rosame,rover,100,0.4,0.2,0,0,0.67,0.51,0.71,0.9
sam_with,rover,1000,0.4,0.2,1,3,1.0,0.4,0.58,0.92
sam_without,rover,100,0.4,0.2,1,3,1.0,0.4,0.58,0.92
rosame,rover,100,0.4,0.2,1,0,0.57,0.43,0.61,0.88
sam_with,rover,1000,0.4,0.2,2,3,1.0,0.32,0.58,0.92
sam_without,rover,100,0.4,0.2,2,3,1.0,0.32,0.58,0.92
rosame,rover,100,0.4,0.2,2,0,0.56,0.42,0.5,0.9
sam_with,rover,1000,0.4,0.2,3,6,1.0,0.17,0.28,1.0
sam_without,rover,100,0.4,0.2,3,6,1.0,0.17,0.28,1.0
rosame,rover,100,0.4,0.2,3,0,0.37,0.3,0.39,0.81
sam_with,rover,1000,0.4,0.2,4,6,1.0,0.18,0.33,1.0
sam_without,rover,100,0.4,0.2,4,6,1.0,0.18,0.33,1.0
rosame,rover,100,0.4,0.2,4,0,0.33,0.32,0.28,0.81
sam_with,rover,1000,0.4,0.4,0,2,1.0,0.48,0.69,0.9
sam_without,rover,100,0.4,0.4,0,2,1.0,0.48,0.69,0.9
rosame,rover,100,0.4,0.4,0,0,0.78,0.5,0.69,0.9
sam_with,rover,1000,0.4,0.4,1,3,1.0,0.4,0.58,0.92
sam_without,rover,100,0.4,0.4,1,3,1.0,0.4,0.58,0.92
rosame,rover,100,0.4,0.4,1,0,0.56,0.4,0.6,0.88
sam_with,rover,1000,0.4,0.4,2,3,1.0,0.32,0.58,0.92
sam_without,rover,100,0.4,0.4,2,3,1.0,0.32,0.58,0.92
rosame,rover,100,0.4,0.4,2,0,0.67,0.44,0.58,0.88
sam_with,rover,1000,0.4,0.4,3,6,1.0,0.17,0.28,1.0
sam_without,rover,100,0.4,0.4,3,6,1.0,0.17,0.28,1.0
rosame,rover,100,0.4,0.4,3,0,0.38,0.37,0.44,0.74
sam_with,rover,1000,0.4,0.4,4,6,1.0,0.18,0.33,1.0
sam_without,rover,100,0.4,0.4,4,6,1.0,0.18,0.33,1.0
rosame,rover,100,0.4,0.4,4,0,0.37,0.32,0.39,0.81
sam_with,rover,1000,0.4,0.6,0,2,1.0,0.42,0.66,0.9
sam_without,rover,100,0.4,0.6,0,2,1.0,0.42,0.69,0.9
rosame,rover,100,0.4,0.6,0,0,0.67,0.49,0.67,0.86
sam_with,rover,1000,0.4,0.6,1,3,1.0,0.3,0.49,0.92
sam_without,rover,100,0.4,0.6,1,3,1.0,0.3,0.49,0.92
rosame,rover,100,0.4,0.6,1,0,0.54,0.33,0.52,0.65
sam_with,rover,1000,0.4,0.6,2,3,1.0,0.3,0.58,0.92
sam_without,rover,100,0.4,0.6,2,3,1.0,0.3,0.58,0.92
rosame,rover,100,0.4,0.6,2,0,0.68,0.47,0.61,0.76
sam_with,rover,1000,0.4,0.6,3,6,1.0,0.17,0.28,1.0
sam_without,rover,100,0.4,0.6,3,6,1.0,0.17,0.28,1.0
rosame,rover,100,0.4,0.6,3,0,0.36,0.37,0.36,0.76
sam_with,rover,1000,0.4,0.6,4,6,1.0,0.15,0.28,1.0
sam_without,rover,100,0.4,0.6,4,6,1.0,0.15,0.28,1.0
rosame,rover,100,0.4,0.6,4,0,0.4,0.35,0.36,0.79
sam_with,rover,1000,0.4,0.8,0,2,0.96,0.38,0.44,0.7
sam_without,rover,100,0.4,0.8,0,2,0.76,0.34,0.52,0.73
rosame,rover,100,0.4,0.8,0,0,0.61,0.35,0.56,0.52
sam_with,rover,1000,0.4,0.8,1,5,1.0,0.2,0.3,0.83
sam_without,rover,100,0.4,0.8,1,5,0.83,0.17,0.36,0.83
rosame,rover,100,0.4,0.8,1,0,0.56,0.28,0.46,0.51
sam_with,rover,1000,0.4,0.8,2,3,1.0,0.32,0.41,0.74
sam_without,rover,100,0.4,0.8,2,3,0.91,0.31,0.47,0.77
rosame,rover,100,0.4,0.8,2,0,0.57,0.36,0.44,0.5
sam_with,rover,1000,0.4,0.8,3,6,1.0,0.21,0.22,0.84
sam_without,rover,100,0.4,0.8,3,6,0.94,0.2,0.28,0.87
rosame,rover,100,0.4,0.8,3,0,0.35,0.38,0.33,0.65
sam_with,rover,1000,0.4,0.8,4,6,1.0,0.23,0.22,0.86
sam_without,rover,100,0.4,0.8,4,6,0.81,0.2,0.28,0.89
rosame,rover,100,0.4,0.8,4,0,0.35,0.29,0.33,0.53
sam_with,rover,1000,0.4,1.0,0,2,0.65,0.2,0.33,0.49
sam_without,rover,100,0.4,1.0,0,2,0.61,0.19,0.49,0.52
rosame,rover,100,0.4,1.0,0,0,0.36,0.22,0.36,0.34
sam_with,rover,1000,0.4,1.0,1,3,0.33,0.12,0.0,0.56
sam_without,rover,100,0.4,1.0,1,3,0.56,0.14,0.36,0.61
rosame,rover,100,0.4,1.0,1,0,0.24,0.23,0.32,0.44
sam_with,rover,1000,0.4,1.0,2,3,0.8,0.15,0.36,0.58
sam_without,rover,100,0.4,1.0,2,3,0.76,0.15,0.47,0.61
rosame,rover,100,0.4,1.0,2,0,0.37,0.26,0.39,0.36
sam_with,rover,1000,0.4,1.0,3,6,0.89,0.12,0.17,0.79
sam_without,rover,100,0.4,1.0,3,6,0.94,0.13,0.28,0.82
rosame,rover,100,0.4,1.0,3,0,0.27,0.25,0.33,0.45
sam_with,rover,1000,0.4,1.0,4,6,0.89,0.1,0.17,0.75
sam_without,rover,100,0.4,1.0,4,6,0.81,0.1,0.28,0.78
rosame,rover,100,0.4,1.0,4,0,0.26,0.27,0.31,0.43
sam_with,rover,1000,0.5,0.2,0,2,1.0,0.48,0.69,0.9
sam_without,rover,100,0.5,0.2,0,2,1.0,0.48,0.69,0.9
rosame,rover,100,0.5,0.2,0,0,0.78,0.51,0.73,0.9
sam_with,rover,1000,0.5,0.2,1,3,1.0,0.4,0.58,0.92
sam_without,rover,100,0.5,0.2,1,3,1.0,0.4,0.58,0.92
rosame,rover,100,0.5,0.2,1,0,0.57,0.38,0.61,0.7
sam_with,rover,1000,0.5,0.2,2,3,1.0,0.32,0.58,0.92
sam_without,rover,100,0.5,0.2,2,3,1.0,0.32,0.58,0.92
rosame,rover,100,0.5,0.2,2,0,0.68,0.38,0.58,0.78
sam_with,rover,1000,0.5,0.2,3,6,1.0,0.17,0.28,1.0
sam_without,rover,100,0.5,0.2,3,6,1.0,0.17,0.28,1.0
rosame,rover,100,0.5,0.2,3,0,0.36,0.29,0.36,0.74
sam_with,rover,1000,0.5,0.2,4,6,1.0,0.18,0.33,1.0
sam_without,rover,100,0.5,0.2,4,6,1.0,0.18,0.33,1.0
rosame,rover,100,0.5,0.2,4,0,0.37,0.28,0.39,0.72
sam_with,rover,1000,0.5,0.4,0,2,1.0,0.48,0.69,0.9
sam_without,rover,100,0.5,0.4,0,2,1.0,0.48,0.69,0.9
rosame,rover,100,0.5,0.4,0,0,0.67,0.5,0.71,0.9
sam_with,rover,1000,0.5,0.4,1,3,1.0,0.4,0.58,0.92
sam_without,rover,100,0.5,0.4,1,3,1.0,0.4,0.58,0.92
rosame,rover,100,0.5,0.4,1,0,0.56,0.41,0.6,0.9
sam_with,rover,1000,0.5,0.4,2,3,1.0,0.32,0.58,0.92
sam_without,rover,100,0.5,0.4,2,3,1.0,0.32,0.58,0.92
rosame,rover,100,0.5,0.4,2,0,0.68,0.42,0.61,0.88
sam_with,rover,1000,0.5,0.4,3,6,1.0,0.17,0.28,1.0
sam_without,rover,100,0.5,0.4,3,6,1.0,0.17,0.28,1.0
rosame,rover,100,0.5,0.4,3,0,0.36,0.29,0.33,0.77
sam_with,rover,1000,0.5,0.4,4,6,1.0,0.18,0.33,1.0
sam_without,rover,100,0.5,0.4,4,6,1.0,0.18,0.33,1.0
rosame,rover,100,0.5,0.4,4,0,0.35,0.3,0.33,0.76
sam_with,rover,1000,0.5,0.6,0,2,1.0,0.51,0.66,0.73
sam_without,rover,100,0.5,0.6,0,2,0.89,0.48,0.69,0.75
rosame,rover,100,0.5,0.6,0,0,0.67,0.48,0.67,0.84
sam_with,rover,1000,0.5,0.6,1,3,1.0,0.37,0.58,0.75
sam_without,rover,100,0.5,0.6,1,3,0.91,0.34,0.58,0.75
rosame,rover,100,0.5,0.6,1,0,0.58,0.39,0.61,0.78
sam_with,rover,1000,0.5,0.6,2,3,1.0,0.37,0.58,0.77
sam_without,rover,100,0.5,0.6,2,3,0.94,0.35,0.58,0.77
rosame,rover,100,0.5,0.6,2,0,0.69,0.47,0.61,0.74
sam_with,rover,1000,0.5,0.6,3,6,1.0,0.19,0.28,0.91
sam_without,rover,100,0.5,0.6,3,6,0.94,0.18,0.28,0.91
rosame,rover,100,0.5,0.6,3,0,0.4,0.38,0.44,0.82
sam_with,rover,1000,0.5,0.6,4,6,1.0,0.17,0.28,0.85
sam_without,rover,100,0.5,0.6,4,6,0.89,0.15,0.28,0.85
rosame,rover,100,0.5,0.6,4,0,0.48,0.35,0.42,0.79
sam_with,rover,1000,0.5,0.8,0,2,1.0,0.51,0.61,0.58
sam_without,rover,100,0.5,0.8,0,2,0.74,0.43,0.69,0.6
rosame,rover,100,0.5,0.8,0,0,0.64,0.37,0.54,0.52
sam_with,rover,1000,0.5,0.8,1,3,0.75,0.3,0.33,0.59
sam_without,rover,100,0.5,0.8,1,3,0.69,0.26,0.49,0.61
rosame,rover,100,0.5,0.8,1,0,0.56,0.3,0.44,0.57
sam_with,rover,1000,0.5,0.8,2,3,1.0,0.34,0.58,0.66
sam_without,rover,100,0.5,0.8,2,3,0.85,0.28,0.58,0.66
rosame,rover,100,0.5,0.8,2,0,0.68,0.41,0.47,0.62
sam_with,rover,1000,0.5,0.8,3,6,1.0,0.24,0.28,0.82
sam_without,rover,100,0.5,0.8,3,6,0.94,0.2,0.28,0.82
rosame,rover,100,0.5,0.8,3,0,0.4,0.36,0.42,0.62
sam_with,rover,1000,0.5,0.8,4,6,1.0,0.22,0.22,0.78
sam_without,rover,100,0.5,0.8,4,6,0.81,0.16,0.28,0.78
rosame,rover,100,0.5,0.8,4,0,0.35,0.34,0.33,0.68
sam_with,rover,1000,0.5,1.0,0,2,0.63,0.35,0.24,0.45
sam_without,rover,100,0.5,1.0,0,2,0.63,0.32,0.52,0.48
rosame,rover,100,0.5,1.0,0,0,0.37,0.23,0.41,0.45
sam_with,rover,1000,0.5,1.0,1,3,0.33,0.16,0.0,0.5
sam_without,rover,100,0.5,1.0,1,3,0.56,0.18,0.36,0.55
rosame,rover,100,0.5,1.0,1,0,0.24,0.17,0.32,0.33
sam_with,rover,1000,0.5,1.0,2,3,0.78,0.24,0.3,0.56
sam_without,rover,100,0.5,1.0,2,3,0.74,0.24,0.47,0.59
rosame,rover,100,0.5,1.0,2,0,0.35,0.27,0.33,0.36
sam_with,rover,1000,0.5,1.0,3,6,0.89,0.18,0.17,0.77
sam_without,rover,100,0.5,1.0,3,6,0.94,0.2,0.28,0.8
rosame,rover,100,0.5,1.0,3,0,0.28,0.34,0.33,0.54
sam_with,rover,1000,0.5,1.0,4,6,0.89,0.19,0.17,0.75
sam_without,rover,100,0.5,1.0,4,6,0.81,0.17,0.28,0.78
rosame,rover,100,0.5,1.0,4,0,0.2,0.24,0.28,0.41
sam_with,rover,2000,0.1,0.2,0,2,1.0,0.34,0.52,0.9
sam_without,rover,200,0.1,0.2,0,2,1.0,0.34,0.52,0.9
rosame,rover,200,0.1,0.2,0,0,0.67,0.5,0.73,0.79
sam_with,rover,2000,0.1,0.2,1,3,1.0,0.28,0.41,0.92
sam_without,rover,200,0.1,0.2,1,3,1.0,0.28,0.47,0.92
rosame,rover,200,0.1,0.2,1,0,0.68,0.4,0.58,0.9
sam_with,rover,2000,0.1,0.2,2,6,1.0,0.17,0.22,1.0
sam_without,rover,200,0.1,0.2,2,6,1.0,0.17,0.28,1.0
rosame,rover,200,0.1,0.2,2,0,0.37,0.4,0.39,0.74
sam_with,rover,2000,0.1,0.2,3,6,1.0,0.17,0.33,1.0
sam_without,rover,200,0.1,0.2,3,6,1.0,0.17,0.33,1.0
rosame,rover,200,0.1,0.2,3,0,0.35,0.35,0.33,0.86
sam_with,rover,2000,0.1,0.2,4,6,1.0,0.17,0.22,1.0
sam_without,rover,200,0.1,0.2,4,6,1.0,0.17,0.28,1.0
rosame,rover,200,0.1,0.2,4,0,0.36,0.32,0.33,0.77
sam_with,rover,2000,0.1,0.4,0,2,1.0,0.24,0.44,0.9
sam_without,rover,200,0.1,0.4,0,2,1.0,0.24,0.49,0.9
rosame,rover,200,0.1,0.4,0,0,0.67,0.47,0.73,0.79
sam_with,rover,2000,0.1,0.4,1,4,1.0,0.16,0.36,0.92
sam_without,rover,200,0.1,0.4,1,4,1.0,0.16,0.42,0.92
rosame,rover,200,0.1,0.4,1,0,0.67,0.37,0.52,0.81
sam_with,rover,2000,0.1,0.4,2,6,1.0,0.11,0.22,1.0
sam_without,rover,200,0.1,0.4,2,6,1.0,0.11,0.28,1.0
rosame,rover,200,0.1,0.4,2,0,0.34,0.32,0.31,0.79
sam_with,rover,2000,0.1,0.4,3,6,1.0,0.11,0.22,1.0
sam_without,rover,200,0.1,0.4,3,6,1.0,0.11,0.28,1.0
rosame,rover,200,0.1,0.4,3,0,0.42,0.35,0.44,0.9
sam_with,rover,2000,0.1,0.4,4,6,1.0,0.11,0.22,1.0
sam_without,rover,200,0.1,0.4,4,6,1.0,0.11,0.28,1.0
rosame,rover,200,0.1,0.4,4,0,0.33,0.31,0.28,0.76
sam_with,rover,2000,0.1,0.6,0,3,1.0,0.22,0.38,0.9
sam_without,rover,200,0.1,0.6,0,3,1.0,0.22,0.38,0.9
rosame,rover,200,0.1,0.6,0,0,0.67,0.47,0.67,0.75
sam_with,rover,2000,0.1,0.6,1,5,1.0,0.14,0.25,0.92
sam_without,rover,200,0.1,0.6,1,5,1.0,0.14,0.25,0.92
rosame,rover,200,0.1,0.6,1,0,0.67,0.48,0.52,0.84
sam_with,rover,2000,0.1,0.6,2,7,1.0,0.08,0.17,1.0
sam_without,rover,200,0.1,0.6,2,7,1.0,0.08,0.17,1.0
rosame,rover,200,0.1,0.6,2,0,0.35,0.35,0.33,0.74
sam_with,rover,2000,0.1,0.6,3,7,1.0,0.08,0.17,1.0
sam_without,rover,200,0.1,0.6,3,7,1.0,0.08,0.17,1.0
rosame,rover,200,0.1,0.6,3,0,0.38,0.29,0.44,0.66
sam_with,rover,2000,0.1,0.6,4,7,1.0,0.08,0.17,1.0
sam_without,rover,200,0.1,0.6,4,7,1.0,0.08,0.17,1.0
rosame,rover,200,0.1,0.6,4,0,0.33,0.3,0.28,0.63
sam_with,rover,2000,0.1,0.8,0,3,1.0,0.22,0.38,0.9
sam_without,rover,200,0.1,0.8,0,3,1.0,0.22,0.38,0.9
rosame,rover,200,0.1,0.8,0,0,0.6,0.37,0.53,0.61
sam_with,rover,2000,0.1,0.8,1,5,1.0,0.14,0.25,0.92
sam_without,rover,200,0.1,0.8,1,5,1.0,0.14,0.25,0.92
rosame,rover,200,0.1,0.8,1,0,0.56,0.38,0.42,0.58
sam_with,rover,2000,0.1,0.8,2,7,1.0,0.08,0.17,1.0
sam_without,rover,200,0.1,0.8,2,7,1.0,0.08,0.17,1.0
rosame,rover,200,0.1,0.8,2,0,0.4,0.36,0.39,0.59
sam_with,rover,2000,0.1,0.8,3,7,1.0,0.08,0.17,1.0
sam_without,rover,200,0.1,0.8,3,7,1.0,0.08,0.17,1.0
rosame,rover,200,0.1,0.8,3,0,0.35,0.29,0.33,0.51
sam_with,rover,2000,0.1,0.8,4,7,1.0,0.08,0.17,1.0
sam_without,rover,200,0.1,0.8,4,7,1.0,0.08,0.17,1.0
rosame,rover,200,0.1,0.8,4,0,0.35,0.37,0.33,0.63
sam_with,rover,2000,0.1,1.0,0,3,0.78,0.18,0.22,0.8
sam_without,rover,200,0.1,1.0,0,3,0.74,0.17,0.27,0.8
rosame,rover,200,0.1,1.0,0,0,0.37,0.22,0.43,0.31
sam_with,rover,2000,0.1,1.0,1,6,0.89,0.09,0.17,0.89
sam_without,rover,200,0.1,1.0,1,6,0.89,0.09,0.17,0.89
rosame,rover,200,0.1,1.0,1,0,0.35,0.26,0.28,0.38
sam_with,rover,2000,0.1,1.0,2,6,0.89,0.08,0.17,0.86
sam_without,rover,200,0.1,1.0,2,6,0.83,0.08,0.17,0.86
rosame,rover,200,0.1,1.0,2,0,0.22,0.31,0.17,0.57
sam_with,rover,2000,0.1,1.0,3,6,0.89,0.08,0.17,0.86
sam_without,rover,200,0.1,1.0,3,6,0.89,0.08,0.17,0.86
rosame,rover,200,0.1,1.0,3,0,0.11,0.22,0.11,0.36
sam_with,rover,2000,0.1,1.0,4,6,0.89,0.08,0.17,0.86
sam_without,rover,200,0.1,1.0,4,6,0.89,0.08,0.17,0.86
rosame,rover,200,0.1,1.0,4,0,0.24,0.27,0.22,0.43
sam_with,rover,2000,0.2,0.2,0,2,1.0,0.52,0.69,0.9
sam_without,rover,200,0.2,0.2,0,2,1.0,0.52,0.69,0.9
rosame,rover,200,0.2,0.2,0,0,0.67,0.51,0.67,0.79
sam_with,rover,2000,0.2,0.2,1,3,1.0,0.32,0.58,0.92
sam_without,rover,200,0.2,0.2,1,3,1.0,0.32,0.58,0.92
rosame,rover,200,0.2,0.2,1,0,0.69,0.37,0.55,0.81
sam_with,rover,2000,0.2,0.2,2,6,1.0,0.18,0.33,1.0
sam_without,rover,200,0.2,0.2,2,6,1.0,0.18,0.33,1.0
rosame,rover,200,0.2,0.2,2,0,0.33,0.35,0.28,0.9
sam_with,rover,2000,0.2,0.2,3,5,1.0,0.23,0.36,1.0
sam_without,rover,200,0.2,0.2,3,5,1.0,0.23,0.36,1.0
rosame,rover,200,0.2,0.2,3,0,0.35,0.29,0.33,0.72
sam_with,rover,2000,0.2,0.2,4,6,1.0,0.17,0.28,1.0
sam_without,rover,200,0.2,0.2,4,6,1.0,0.17,0.28,1.0
rosame,rover,200,0.2,0.2,4,0,0.35,0.31,0.33,0.74
sam_with,rover,2000,0.2,0.4,0,2,1.0,0.34,0.52,0.9
sam_without,rover,200,0.2,0.4,0,2,1.0,0.34,0.52,0.9
rosame,rover,200,0.2,0.4,0,0,0.67,0.48,0.67,0.9
sam_with,rover,2000,0.2,0.4,1,3,1.0,0.28,0.41,0.92
sam_without,rover,200,0.2,0.4,1,3,1.0,0.28,0.47,0.92
rosame,rover,200,0.2,0.4,1,0,0.67,0.37,0.52,0.81
sam_with,rover,2000,0.2,0.4,2,6,1.0,0.17,0.22,1.0
sam_without,rover,200,0.2,0.4,2,6,1.0,0.17,0.28,1.0
rosame,rover,200,0.2,0.4,2,0,0.38,0.3,0.42,0.76
sam_with,rover,2000,0.2,0.4,3,6,1.0,0.17,0.33,1.0
sam_without,rover,200,0.2,0.4,3,6,1.0,0.17,0.33,1.0
rosame,rover,200,0.2,0.4,3,0,0.42,0.3,0.47,0.76
sam_with,rover,2000,0.2,0.4,4,6,1.0,0.17,0.22,1.0
sam_without,rover,200,0.2,0.4,4,6,1.0,0.17,0.28,1.0
rosame,rover,200,0.2,0.4,4,0,0.37,0.36,0.39,0.9
sam_with,rover,2000,0.2,0.6,0,2,1.0,0.26,0.44,0.9
sam_without,rover,200,0.2,0.6,0,2,1.0,0.26,0.49,0.9
rosame,rover,200,0.2,0.6,0,0,0.67,0.47,0.61,0.86
sam_with,rover,2000,0.2,0.6,1,3,1.0,0.21,0.41,0.92
sam_without,rover,200,0.2,0.6,1,3,1.0,0.21,0.47,0.92
rosame,rover,200,0.2,0.6,1,0,0.67,0.44,0.52,0.75
sam_with,rover,2000,0.2,0.6,2,6,1.0,0.13,0.22,1.0
sam_without,rover,200,0.2,0.6,2,6,1.0,0.13,0.28,1.0
rosame,rover,200,0.2,0.6,2,0,0.37,0.35,0.39,0.79
sam_with,rover,2000,0.2,0.6,3,6,1.0,0.13,0.22,1.0
sam_without,rover,200,0.2,0.6,3,6,1.0,0.13,0.28,1.0
rosame,rover,200,0.2,0.6,3,0,0.33,0.31,0.28,0.7
sam_with,rover,2000,0.2,0.6,4,6,1.0,0.12,0.22,1.0
sam_without,rover,200,0.2,0.6,4,6,1.0,0.12,0.28,1.0
rosame,rover,200,0.2,0.6,4,0,0.37,0.35,0.39,0.77
sam_with,rover,2000,0.2,0.8,0,2,1.0,0.24,0.44,0.9
sam_without,rover,200,0.2,0.8,0,2,1.0,0.24,0.49,0.9
rosame,rover,200,0.2,0.8,0,0,0.52,0.36,0.36,0.56
sam_with,rover,2000,0.2,0.8,1,4,1.0,0.16,0.36,0.92
sam_without,rover,200,0.2,0.8,1,4,1.0,0.16,0.42,0.92
rosame,rover,200,0.2,0.8,1,0,0.53,0.37,0.36,0.48
sam_with,rover,2000,0.2,0.8,2,6,1.0,0.11,0.22,1.0
sam_without,rover,200,0.2,0.8,2,6,1.0,0.11,0.28,1.0
rosame,rover,200,0.2,0.8,2,0,0.37,0.35,0.36,0.61
sam_with,rover,2000,0.2,0.8,3,6,1.0,0.11,0.22,1.0
sam_without,rover,200,0.2,0.8,3,6,1.0,0.11,0.28,1.0
rosame,rover,200,0.2,0.8,3,0,0.35,0.27,0.33,0.49
sam_with,rover,2000,0.2,0.8,4,6,1.0,0.11,0.22,1.0
sam_without,rover,200,0.2,0.8,4,6,1.0,0.11,0.28,1.0
rosame,rover,200,0.2,0.8,4,0,0.24,0.29,0.22,0.5
sam_with,rover,2000,0.2,1.0,0,2,0.74,0.24,0.3,0.72
sam_without,rover,200,0.2,1.0,0,2,0.76,0.23,0.38,0.72
rosame,rover,200,0.2,1.0,0,0,0.39,0.23,0.43,0.36
sam_with,rover,2000,0.2,1.0,1,4,0.89,0.16,0.25,0.79
sam_without,rover,200,0.2,1.0,1,4,0.89,0.16,0.25,0.79
rosame,rover,200,0.2,1.0,1,0,0.37,0.26,0.33,0.38
sam_with,rover,2000,0.2,1.0,2,6,0.89,0.09,0.17,0.86
sam_without,rover,200,0.2,1.0,2,6,0.83,0.09,0.17,0.86
rosame,rover,200,0.2,1.0,2,0,0.26,0.24,0.28,0.34
sam_with,rover,2000,0.2,1.0,3,5,0.78,0.11,0.17,0.86
sam_without,rover,200,0.2,1.0,3,5,0.78,0.11,0.17,0.86
rosame,rover,200,0.2,1.0,3,0,0.11,0.23,0.14,0.38
sam_with,rover,2000,0.2,1.0,4,6,0.89,0.09,0.17,0.86
sam_without,rover,200,0.2,1.0,4,6,0.89,0.09,0.17,0.86
rosame,rover,200,0.2,1.0,4,0,0.22,0.31,0.17,0.52
sam_with,rover,2000,0.3,0.2,0,2,1.0,0.52,0.69,0.9
sam_without,rover,200,0.3,0.2,0,2,1.0,0.52,0.69,0.9
rosame,rover,200,0.3,0.2,0,0,0.67,0.52,0.71,0.9
sam_with,rover,2000,0.3,0.2,1,3,1.0,0.32,0.58,0.92
sam_without,rover,200,0.3,0.2,1,3,1.0,0.32,0.58,0.92
rosame,rover,200,0.3,0.2,1,0,0.59,0.37,0.56,0.81
sam_with,rover,2000,0.3,0.2,2,6,1.0,0.18,0.33,1.0
sam_without,rover,200,0.3,0.2,2,6,1.0,0.18,0.33,1.0
rosame,rover,200,0.3,0.2,2,0,0.38,0.27,0.44,0.67
sam_with,rover,2000,0.3,0.2,3,5,1.0,0.23,0.36,1.0
sam_without,rover,200,0.3,0.2,3,5,1.0,0.23,0.36,1.0
rosame,rover,200,0.3,0.2,3,0,0.37,0.36,0.42,0.86
sam_with,rover,2000,0.3,0.2,4,6,1.0,0.17,0.28,1.0
sam_without,rover,200,0.3,0.2,4,6,1.0,0.17,0.28,1.0
rosame,rover,200,0.3,0.2,4,0,0.33,0.28,0.28,0.67
sam_with,rover,2000,0.3,0.4,0,2,1.0,0.43,0.66,0.9
sam_without,rover,200,0.3,0.4,0,2,1.0,0.43,0.69,0.9
rosame,rover,200,0.3,0.4,0,0,0.67,0.48,0.71,0.88
sam_with,rover,2000,0.3,0.4,1,3,1.0,0.31,0.58,0.92
sam_without,rover,200,0.3,0.4,1,3,1.0,0.31,0.58,0.92
rosame,rover,200,0.3,0.4,1,0,0.69,0.37,0.55,0.81
sam_with,rover,2000,0.3,0.4,2,6,1.0,0.17,0.28,1.0
sam_without,rover,200,0.3,0.4,2,6,1.0,0.17,0.28,1.0
rosame,rover,200,0.3,0.4,2,0,0.38,0.34,0.42,0.86
sam_with,rover,2000,0.3,0.4,3,6,1.0,0.18,0.33,1.0
sam_without,rover,200,0.3,0.4,3,6,1.0,0.18,0.33,1.0
rosame,rover,200,0.3,0.4,3,0,0.37,0.35,0.42,0.8
sam_with,rover,2000,0.3,0.4,4,6,1.0,0.17,0.28,1.0
sam_without,rover,200,0.3,0.4,4,6,1.0,0.17,0.28,1.0
rosame,rover,200,0.3,0.4,4,0,0.36,0.29,0.36,0.72
sam_with,rover,2000,0.3,0.6,0,2,1.0,0.34,0.52,0.9
sam_without,rover,200,0.3,0.6,0,2,1.0,0.34,0.52,0.9
rosame,rover,200,0.3,0.6,0,0,0.67,0.47,0.67,0.75
sam_with,rover,2000,0.3,0.6,1,3,1.0,0.28,0.41,0.92
sam_without,rover,200,0.3,0.6,1,3,1.0,0.28,0.47,0.92
rosame,rover,200,0.3,0.6,1,0,0.67,0.47,0.52,0.84
sam_with,rover,2000,0.3,0.6,2,6,1.0,0.17,0.22,1.0
sam_without,rover,200,0.3,0.6,2,6,1.0,0.17,0.28,1.0
rosame,rover,200,0.3,0.6,2,0,0.35,0.34,0.33,0.75
sam_with,rover,2000,0.3,0.6,3,6,1.0,0.17,0.33,1.0
sam_without,rover,200,0.3,0.6,3,6,1.0,0.17,0.33,1.0
rosame,rover,200,0.3,0.6,3,0,0.35,0.29,0.33,0.66
