Algorithm,Domain,Num. Of Traces,Threshold,Epsilon,Fold,Unobserved_actions,precision_effect,precision_precondition,recall_effect,recall_precondition
sam_with,depot,2000,0.3,0.4,3,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.3,0.4,3,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.3,0.4,3,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.3,0.4,4,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.3,0.4,4,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.3,0.4,4,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.3,0.6,0,0,1.0,0.97,0.87,1.0
sam_without,depot,200,0.3,0.6,0,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.3,0.6,0,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.3,0.6,1,0,1.0,0.97,0.83,1.0
sam_without,depot,200,0.3,0.6,1,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.3,0.6,1,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.3,0.6,2,0,1.0,0.97,0.9,1.0
sam_without,depot,200,0.3,0.6,2,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.3,0.6,2,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.3,0.6,3,0,1.0,0.97,0.83,1.0
sam_without,depot,200,0.3,0.6,3,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.3,0.6,3,0,0.87,0.97,1.0,0.77
sam_with,depot,2000,0.3,0.6,4,0,1.0,0.97,0.97,1.0
sam_without,depot,200,0.3,0.6,4,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.3,0.6,4,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.3,0.8,0,0,0.93,0.8,0.6,0.49
sam_without,depot,200,0.3,0.8,0,0,0.67,0.71,1.0,0.86
rosame,depot,200,0.3,0.8,0,0,0.77,0.9,0.77,0.6
sam_with,depot,2000,0.3,0.8,1,0,0.93,0.6,0.53,0.39
sam_without,depot,200,0.3,0.8,1,0,0.59,0.62,1.0,0.86
rosame,depot,200,0.3,0.8,1,0,0.77,0.81,0.77,0.69
sam_with,depot,2000,0.3,0.8,2,0,1.0,0.63,0.63,0.54
sam_without,depot,200,0.3,0.8,2,0,0.72,0.55,0.87,0.86
rosame,depot,200,0.3,0.8,2,0,0.93,1.0,0.97,0.82
sam_with,depot,2000,0.3,0.8,3,0,0.93,0.8,0.6,0.36
sam_without,depot,200,0.3,0.8,3,0,0.62,0.66,1.0,0.74
rosame,depot,200,0.3,0.8,3,0,0.87,0.95,0.87,0.68
sam_with,depot,2000,0.3,0.8,4,0,0.93,0.7,0.47,0.48
sam_without,depot,200,0.3,0.8,4,0,0.59,0.6,1.0,0.95
rosame,depot,200,0.3,0.8,4,0,0.97,1.0,0.97,0.79
sam_with,depot,2000,0.3,1.0,0,0,0.25,0.0,0.17,0.0
sam_without,depot,200,0.3,1.0,0,0,0.44,0.45,0.8,0.54
rosame,depot,200,0.3,1.0,0,0,0.37,0.05,0.37,0.05
sam_with,depot,2000,0.3,1.0,1,0,0.48,0.0,0.37,0.0
sam_without,depot,200,0.3,1.0,1,0,0.44,0.45,0.8,0.54
rosame,depot,200,0.3,1.0,1,0,0.33,0.1,0.33,0.07
sam_with,depot,2000,0.3,1.0,2,0,0.65,0.32,0.3,0.45
sam_without,depot,200,0.3,1.0,2,0,0.58,0.49,0.67,0.82
rosame,depot,200,0.3,1.0,2,0,0.63,0.61,0.57,0.54
sam_with,depot,2000,0.3,1.0,3,0,0.5,0.2,0.27,0.1
sam_without,depot,200,0.3,1.0,3,0,0.48,0.52,0.8,0.59
rosame,depot,200,0.3,1.0,3,0,0.43,0.5,0.43,0.24
sam_with,depot,2000,0.3,1.0,4,0,0.17,0.05,0.07,0.07
sam_without,depot,200,0.3,1.0,4,0,0.44,0.42,0.8,0.6
rosame,depot,200,0.3,1.0,4,0,0.53,0.43,0.53,0.26
sam_with,depot,2000,0.4,0.2,0,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.4,0.2,0,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.4,0.2,0,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.4,0.2,1,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.4,0.2,1,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.4,0.2,1,0,0.97,1.0,1.0,1.0
sam_with,depot,2000,0.4,0.2,2,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.4,0.2,2,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.4,0.2,2,0,0.97,0.97,1.0,1.0
sam_with,depot,2000,0.4,0.2,3,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.4,0.2,3,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.4,0.2,3,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.4,0.2,4,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.4,0.2,4,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.4,0.2,4,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.4,0.4,0,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.4,0.4,0,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.4,0.4,0,0,0.95,0.97,1.0,0.95
sam_with,depot,2000,0.4,0.4,1,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.4,0.4,1,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.4,0.4,1,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.4,0.4,2,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.4,0.4,2,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.4,0.4,2,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.4,0.4,3,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.4,0.4,3,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.4,0.4,3,0,0.92,0.94,1.0,0.9
sam_with,depot,2000,0.4,0.4,4,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.4,0.4,4,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.4,0.4,4,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.4,0.6,0,0,1.0,0.97,0.9,1.0
sam_without,depot,200,0.4,0.6,0,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.4,0.6,0,0,0.93,0.9,1.0,0.9
sam_with,depot,2000,0.4,0.6,1,0,1.0,0.97,0.87,1.0
sam_without,depot,200,0.4,0.6,1,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.4,0.6,1,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.4,0.6,2,0,1.0,0.97,0.93,1.0
sam_without,depot,200,0.4,0.6,2,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.4,0.6,2,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.4,0.6,3,0,1.0,0.97,0.93,1.0
sam_without,depot,200,0.4,0.6,3,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.4,0.6,3,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.4,0.6,4,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.4,0.6,4,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.4,0.6,4,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.4,0.8,0,0,0.75,0.63,0.53,0.43
sam_without,depot,200,0.4,0.8,0,0,0.52,0.6,1.0,0.74
rosame,depot,200,0.4,0.8,0,0,0.77,0.9,0.77,0.56
sam_with,depot,2000,0.4,0.8,1,0,0.65,0.8,0.57,0.46
sam_without,depot,200,0.4,0.8,1,0,0.5,0.55,1.0,0.74
rosame,depot,200,0.4,0.8,1,0,0.77,0.85,0.77,0.64
sam_with,depot,2000,0.4,0.8,2,0,1.0,1.0,0.9,0.74
sam_without,depot,200,0.4,0.8,2,0,0.7,0.7,1.0,0.86
rosame,depot,200,0.4,0.8,2,0,0.97,1.0,0.97,0.91
sam_with,depot,2000,0.4,0.8,3,0,0.87,0.8,0.73,0.52
sam_without,depot,200,0.4,0.8,3,0,0.54,0.55,1.0,0.68
rosame,depot,200,0.4,0.8,3,0,0.87,0.95,0.87,0.68
sam_with,depot,2000,0.4,0.8,4,0,0.97,1.0,0.87,0.72
sam_without,depot,200,0.4,0.8,4,0,0.52,0.57,1.0,0.81
rosame,depot,200,0.4,0.8,4,0,0.97,1.0,0.97,0.79
sam_with,depot,2000,0.4,1.0,0,0,0.23,0.05,0.2,0.05
sam_without,depot,200,0.4,1.0,0,0,0.5,0.5,1.0,0.63
rosame,depot,200,0.4,1.0,0,0,0.37,0.05,0.37,0.05
sam_with,depot,2000,0.4,1.0,1,0,0.42,0.17,0.3,0.12
sam_without,depot,200,0.4,1.0,1,0,0.5,0.5,1.0,0.63
rosame,depot,200,0.4,1.0,1,0,0.33,0.1,0.33,0.07
sam_with,depot,2000,0.4,1.0,2,0,0.64,0.65,0.47,0.54
sam_without,depot,200,0.4,1.0,2,0,0.63,0.61,0.87,0.86
rosame,depot,200,0.4,1.0,2,0,0.63,0.61,0.57,0.54
sam_with,depot,2000,0.4,1.0,3,0,0.45,0.53,0.37,0.24
sam_without,depot,200,0.4,1.0,3,0,0.54,0.55,1.0,0.68
rosame,depot,200,0.4,1.0,3,0,0.43,0.5,0.43,0.24
sam_with,depot,2000,0.4,1.0,4,0,0.27,0.4,0.2,0.15
sam_without,depot,200,0.4,1.0,4,0,0.5,0.53,1.0,0.69
rosame,depot,200,0.4,1.0,4,0,0.47,0.4,0.47,0.26
sam_with,depot,2000,0.5,0.2,0,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.5,0.2,0,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.5,0.2,0,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.5,0.2,1,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.5,0.2,1,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.5,0.2,1,0,0.97,0.97,1.0,1.0
sam_with,depot,2000,0.5,0.2,2,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.5,0.2,2,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.5,0.2,2,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.5,0.2,3,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.5,0.2,3,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.5,0.2,3,0,1.0,1.0,1.0,0.96
sam_with,depot,2000,0.5,0.2,4,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.5,0.2,4,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.5,0.2,4,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.5,0.4,0,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.5,0.4,0,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.5,0.4,0,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.5,0.4,1,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.5,0.4,1,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.5,0.4,1,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.5,0.4,2,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.5,0.4,2,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.5,0.4,2,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.5,0.4,3,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.5,0.4,3,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.5,0.4,3,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.5,0.4,4,0,1.0,0.97,1.0,1.0
sam_without,depot,200,0.5,0.4,4,0,1.0,0.97,1.0,1.0
rosame,depot,200,0.5,0.4,4,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.5,0.6,0,0,1.0,1.0,1.0,0.74
sam_without,depot,200,0.5,0.6,0,0,0.52,0.6,1.0,0.74
rosame,depot,200,0.5,0.6,0,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.5,0.6,1,0,1.0,1.0,1.0,0.74
sam_without,depot,200,0.5,0.6,1,0,0.52,0.55,1.0,0.74
rosame,depot,200,0.5,0.6,1,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.5,0.6,2,0,1.0,1.0,1.0,0.86
sam_without,depot,200,0.5,0.6,2,0,0.7,0.7,1.0,0.86
rosame,depot,200,0.5,0.6,2,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.5,0.6,3,0,1.0,1.0,1.0,0.68
sam_without,depot,200,0.5,0.6,3,0,0.54,0.55,1.0,0.68
rosame,depot,200,0.5,0.6,3,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.5,0.6,4,0,1.0,1.0,1.0,0.81
sam_without,depot,200,0.5,0.6,4,0,0.52,0.57,1.0,0.81
rosame,depot,200,0.5,0.6,4,0,1.0,0.97,1.0,1.0
sam_with,depot,2000,0.5,0.8,0,0,0.73,0.58,0.6,0.41
sam_without,depot,200,0.5,0.8,0,0,0.5,0.5,1.0,0.63
rosame,depot,200,0.5,0.8,0,0,0.77,0.9,0.77,0.6
sam_with,depot,2000,0.5,0.8,1,0,0.73,0.8,0.73,0.5
sam_without,depot,200,0.5,0.8,1,0,0.5,0.5,1.0,0.63
rosame,depot,200,0.5,0.8,1,0,0.77,0.81,0.77,0.69
sam_with,depot,2000,0.5,0.8,2,0,0.87,0.9,0.87,0.78
sam_without,depot,200,0.5,0.8,2,0,0.65,0.66,1.0,0.86
rosame,depot,200,0.5,0.8,2,0,0.97,1.0,0.97,0.91
sam_with,depot,2000,0.5,0.8,3,0,0.9,0.83,0.83,0.63
sam_without,depot,200,0.5,0.8,3,0,0.54,0.55,1.0,0.68
rosame,depot,200,0.5,0.8,3,0,0.87,0.95,0.87,0.68
sam_with,depot,2000,0.5,0.8,4,0,0.93,0.93,0.87,0.65
sam_without,depot,200,0.5,0.8,4,0,0.5,0.53,1.0,0.69
rosame,depot,200,0.5,0.8,4,0,0.97,1.0,0.97,0.75
sam_with,depot,2000,0.5,1.0,0,0,0.44,0.14,0.3,0.12
sam_without,depot,200,0.5,1.0,0,0,0.5,0.5,1.0,0.63
rosame,depot,200,0.5,1.0,0,0,0.37,0.05,0.37,0.05
sam_with,depot,2000,0.5,1.0,1,0,0.47,0.18,0.33,0.14
sam_without,depot,200,0.5,1.0,1,0,0.5,0.5,1.0,0.63
rosame,depot,200,0.5,1.0,1,0,0.33,0.1,0.33,0.07
sam_with,depot,2000,0.5,1.0,2,0,0.67,0.77,0.67,0.62
sam_without,depot,200,0.5,1.0,2,0,0.65,0.65,1.0,0.74
rosame,depot,200,0.5,1.0,2,0,0.63,0.61,0.57,0.54
sam_with,depot,2000,0.5,1.0,3,0,0.8,0.73,0.67,0.52
sam_without,depot,200,0.5,1.0,3,0,0.5,0.52,1.0,0.68
rosame,depot,200,0.5,1.0,3,0,0.43,0.5,0.43,0.24
sam_with,depot,2000,0.5,1.0,4,0,0.87,0.83,0.73,0.54
sam_without,depot,200,0.5,1.0,4,0,0.5,0.5,1.0,0.63
rosame,depot,200,0.5,1.0,4,0,0.53,0.43,0.53,0.22
sam_with,depot,3000,0.1,0.2,0,0,1.0,0.97,0.8,1.0
sam_without,depot,300,0.1,0.2,0,0,1.0,0.97,1.0,1.0
rosame,depot,300,0.1,0.2,0,0,1.0,0.97,1.0,1.0
sam_with,depot,3000,0.1,0.2,1,0,1.0,0.97,0.9,1.0
sam_without,depot,300,0.1,0.2,1,0,1.0,0.97,1.0,1.0
rosame,depot,300,0.1,0.2,1,0,1.0,0.97,1.0,1.0
sam_with,depot,3000,0.1,0.2,2,0,1.0,0.97,0.97,1.0
sam_without,depot,300,0.1,0.2,2,0,1.0,0.97,1.0,1.0
rosame,depot,300,0.1,0.2,2,0,0.97,1.0,1.0,0.9
sam_with,depot,3000,0.1,0.2,3,0,1.0,0.97,0.87,1.0
sam_without,depot,300,0.1,0.2,3,0,1.0,0.97,1.0,1.0
rosame,depot,300,0.1,0.2,3,0,1.0,0.97,1.0,1.0
sam_with,depot,3000,0.1,0.2,4,0,1.0,0.97,0.87,1.0
sam_without,depot,300,0.1,0.2,4,0,1.0,0.97,1.0,1.0
rosame,depot,300,0.1,0.2,4,0,1.0,0.97,1.0,1.0
sam_with,depot,3000,0.1,0.4,0,0,1.0,0.88,0.47,1.0
sam_without,depot,300,0.1,0.4,0,0,1.0,0.88,0.8,1.0
rosame,depot,300,0.1,0.4,0,0,0.95,0.97,1.0,0.95
sam_with,depot,3000,0.1,0.4,1,0,1.0,0.77,0.43,1.0
sam_without,depot,300,0.1,0.4,1,0,1.0,0.77,0.73,1.0
rosame,depot,300,0.1,0.4,1,0,1.0,0.97,1.0,1.0
sam_with,depot,3000,0.1,0.4,2,0,1.0,0.85,0.5,1.0
sam_without,depot,300,0.1,0.4,2,0,1.0,0.85,0.8,1.0
rosame,depot,300,0.1,0.4,2,0,0.95,0.97,1.0,0.9
sam_with,depot,3000,0.1,0.4,3,0,1.0,0.85,0.5,1.0
sam_without,depot,300,0.1,0.4,3,0,1.0,0.85,0.8,1.0
rosame,depot,300,0.1,0.4,3,0,1.0,0.97,1.0,1.0
sam_with,depot,3000,0.1,0.4,4,0,1.0,0.85,0.43,1.0
sam_without,depot,300,0.1,0.4,4,0,1.0,0.85,0.67,1.0
rosame,depot,300,0.1,0.4,4,0,1.0,0.97,1.0,1.0
sam_with,depot,3000,0.1,0.6,0,1,1.0,0.61,0.3,1.0
sam_without,depot,300,0.1,0.6,0,1,1.0,0.61,0.6,1.0
rosame,depot,300,0.1,0.6,0,0,1.0,0.97,1.0,1.0
sam_with,depot,3000,0.1,0.6,1,1,1.0,0.55,0.3,1.0
sam_without,depot,300,0.1,0.6,1,1,1.0,0.55,0.53,1.0
rosame,depot,300,0.1,0.6,1,0,1.0,0.97,1.0,1.0
sam_with,depot,3000,0.1,0.6,2,1,1.0,0.65,0.37,1.0
sam_without,depot,300,0.1,0.6,2,1,1.0,0.65,0.6,1.0
rosame,depot,300,0.1,0.6,2,0,1.0,0.97,1.0,1.0
sam_with,depot,3000,0.1,0.6,3,1,1.0,0.63,0.37,1.0
sam_without,depot,300,0.1,0.6,3,1,1.0,0.63,0.6,1.0
rosame,depot,300,0.1,0.6,3,0,1.0,0.97,1.0,1.0
sam_with,depot,3000,0.1,0.6,4,1,1.0,0.55,0.3,1.0
sam_without,depot,300,0.1,0.6,4,1,1.0,0.55,0.47,1.0
rosame,depot,300,0.1,0.6,4,0,0.95,0.97,1.0,0.9
sam_with,depot,3000,0.1,0.8,0,1,1.0,0.53,0.37,1.0
sam_without,depot,300,0.1,0.8,0,1,1.0,0.53,0.53,1.0
rosame,depot,300,0.1,0.8,0,0,0.8,0.9,0.8,0.64
sam_with,depot,3000,0.1,0.8,1,1,1.0,0.52,0.3,1.0
