Algorithm,Domain,Num. Of Traces,Threshold,Epsilon,Fold,Unobserved_actions,precision_effect,precision_precondition,recall_effect,recall_precondition
sam_with,depot,10,0.5,0.2,3,2,1,0.57,0.6,1
sam_without,depot,10,0.5,0.2,3,2,1,0.57,0.6,1
rosame,depot,10,0.5,0.2,3,0,0.65,0.64,0.73,0.8
sam_with,depot,10,0.5,0.2,4,2,1,0.57,0.6,1
sam_without,depot,10,0.5,0.2,4,2,1,0.57,0.6,1
rosame,depot,10,0.5,0.2,4,0,0.65,0.57,0.73,0.6
sam_with,depot,10,0.5,0.4,0,2,1,0.57,0.6,1
sam_without,depot,10,0.5,0.4,0,2,1,0.57,0.6,1
rosame,depot,10,0.5,0.4,0,0,0.72,0.62,0.8,0.65
sam_with,depot,10,0.5,0.4,1,2,1,0.57,0.6,1
sam_without,depot,10,0.5,0.4,1,2,1,0.57,0.6,1
rosame,depot,10,0.5,0.4,1,0,0.62,0.57,0.67,0.6
sam_with,depot,10,0.5,0.4,2,2,1,0.57,0.6,1
sam_without,depot,10,0.5,0.4,2,2,1,0.57,0.6,1
rosame,depot,10,0.5,0.4,2,0,0.72,0.87,0.87,0.93
sam_with,depot,10,0.5,0.4,3,2,1,0.57,0.6,1
sam_without,depot,10,0.5,0.4,3,2,1,0.57,0.6,1
rosame,depot,10,0.5,0.4,3,0,0.65,0.67,0.73,0.8
sam_with,depot,10,0.5,0.4,4,2,1,0.57,0.6,1
sam_without,depot,10,0.5,0.4,4,2,1,0.57,0.6,1
rosame,depot,10,0.5,0.4,4,0,0.57,0.64,0.6,0.75
sam_with,depot,10,0.5,0.6,0,2,1,0.6,0.6,0.91
sam_without,depot,10,0.5,0.6,0,2,0.84,0.51,0.6,0.91
rosame,depot,10,0.5,0.6,0,0,0.61,0.57,0.67,0.55
sam_with,depot,10,0.5,0.6,1,2,0.93,0.3,0.43,0.66
sam_without,depot,10,0.5,0.6,1,2,0.8,0.43,0.6,0.86
rosame,depot,10,0.5,0.6,1,0,0.57,0.52,0.67,0.55
sam_with,depot,10,0.5,0.6,2,2,1,0.6,0.6,0.86
sam_without,depot,10,0.5,0.6,2,2,0.88,0.46,0.6,0.86
rosame,depot,10,0.5,0.6,2,0,0.6,0.68,0.6,0.75
sam_with,depot,10,0.5,0.6,3,2,1,0.6,0.53,0.78
sam_without,depot,10,0.5,0.6,3,2,0.88,0.53,0.6,0.86
rosame,depot,10,0.5,0.6,3,0,0.59,0.77,0.7,0.85
sam_with,depot,10,0.5,0.6,4,2,1,0.6,0.6,0.91
sam_without,depot,10,0.5,0.6,4,2,0.93,0.53,0.6,0.91
rosame,depot,10,0.5,0.6,4,0,0.55,0.7,0.6,1
sam_with,depot,10,0.5,0.8,0,2,0.9,0.35,0.4,0.62
sam_without,depot,10,0.5,0.8,0,2,0.74,0.43,0.6,0.91
rosame,depot,10,0.5,0.8,0,0,0.46,0.51,0.5,0.66
sam_with,depot,10,0.5,0.8,1,2,0.63,0.28,0.23,0.58
sam_without,depot,10,0.5,0.8,1,2,0.73,0.31,0.6,0.86
rosame,depot,10,0.5,0.8,1,0,0.42,0.38,0.5,0.42
sam_with,depot,10,0.5,0.8,2,2,0.73,0.33,0.33,0.62
sam_without,depot,10,0.5,0.8,2,2,0.74,0.34,0.6,0.86
rosame,depot,10,0.5,0.8,2,0,0.54,0.57,0.67,0.65
sam_with,depot,10,0.5,0.8,3,2,0.62,0.27,0.17,0.49
sam_without,depot,10,0.5,0.8,3,2,0.71,0.37,0.53,0.78
rosame,depot,10,0.5,0.8,3,0,0.54,0.72,0.53,0.44
sam_with,depot,10,0.5,0.8,4,2,0.87,0.48,0.37,0.83
sam_without,depot,10,0.5,0.8,4,2,0.77,0.38,0.57,0.91
rosame,depot,10,0.5,0.8,4,0,0.59,0.48,0.63,0.51
sam_with,depot,10,0.5,1,0,2,0.57,0.13,0.17,0.48
sam_without,depot,10,0.5,1,0,2,0.67,0.2,0.5,0.66
rosame,depot,10,0.5,1,0,0,0.29,0.34,0.33,0.3
sam_with,depot,10,0.5,1,1,2,0.5,0.07,0.1,0.5
sam_without,depot,10,0.5,1,1,2,0.68,0.3,0.5,0.86
rosame,depot,10,0.5,1,1,0,0.13,0.28,0.13,0.34
sam_with,depot,10,0.5,1,2,2,0.7,0.3,0.3,0.57
sam_without,depot,10,0.5,1,2,2,0.68,0.21,0.5,0.66
rosame,depot,10,0.5,1,2,0,0.29,0.38,0.33,0.33
sam_with,depot,10,0.5,1,3,2,0.47,0,0.03,0.4
sam_without,depot,10,0.5,1,3,2,0.69,0.3,0.53,0.78
rosame,depot,10,0.5,1,3,0,0.15,0.17,0.27,0.4
sam_with,depot,10,0.5,1,4,2,0.8,0.42,0.3,0.79
sam_without,depot,10,0.5,1,4,2,0.77,0.38,0.57,0.91
rosame,depot,10,0.5,1,4,0,0.42,0.42,0.5,0.55
sam_with,depot,50,0.1,0.2,0,2,1,0.57,0.47,1
sam_without,depot,50,0.1,0.2,0,2,1,0.57,0.6,1
rosame,depot,50,0.1,0.2,0,0,0.7,0.67,0.87,0.8
sam_with,depot,50,0.1,0.2,1,0,1,0.97,0.8,1
sam_without,depot,50,0.1,0.2,1,0,1,0.97,1,1
rosame,depot,50,0.1,0.2,1,0,1,0.97,1,1
sam_with,depot,50,0.1,0.2,2,0,1,0.92,0.83,1
sam_without,depot,50,0.1,0.2,2,0,1,0.92,1,1
rosame,depot,50,0.1,0.2,2,0,1,0.97,1,1
sam_with,depot,50,0.1,0.2,3,0,1,0.88,0.6,1
sam_without,depot,50,0.1,0.2,3,0,1,0.88,0.8,1
rosame,depot,50,0.1,0.2,3,0,1,0.97,1,1
sam_with,depot,50,0.1,0.2,4,0,1,0.88,0.77,1
sam_without,depot,50,0.1,0.2,4,0,1,0.88,0.9,1
rosame,depot,50,0.1,0.2,4,0,1,0.97,1,1
sam_with,depot,50,0.1,0.4,0,2,1,0.53,0.27,1
sam_without,depot,50,0.1,0.4,0,2,1,0.53,0.53,1
rosame,depot,50,0.1,0.4,0,0,0.64,0.74,0.67,1
sam_with,depot,50,0.1,0.4,1,0,1,0.85,0.43,1
sam_without,depot,50,0.1,0.4,1,0,1,0.85,0.63,1
rosame,depot,50,0.1,0.4,1,0,1,0.97,1,1
sam_with,depot,50,0.1,0.4,2,1,1,0.65,0.33,1
sam_without,depot,50,0.1,0.4,2,1,1,0.65,0.53,1
rosame,depot,50,0.1,0.4,2,0,1,0.97,1,1
sam_with,depot,50,0.1,0.4,3,2,1,0.43,0.23,1
sam_without,depot,50,0.1,0.4,3,2,1,0.43,0.4,1
rosame,depot,50,0.1,0.4,3,0,1,0.97,1,1
sam_with,depot,50,0.1,0.4,4,1,1,0.65,0.27,1
sam_without,depot,50,0.1,0.4,4,1,1,0.65,0.47,1
rosame,depot,50,0.1,0.4,4,0,1,0.97,1,1
sam_with,depot,50,0.1,0.6,0,3,1,0.33,0.17,1
sam_without,depot,50,0.1,0.6,0,3,1,0.33,0.33,1
rosame,depot,50,0.1,0.6,0,0,0.7,0.81,0.67,0.77
sam_with,depot,50,0.1,0.6,1,3,1,0.33,0.17,1
sam_without,depot,50,0.1,0.6,1,3,1,0.33,0.3,1
rosame,depot,50,0.1,0.6,1,0,0.95,0.97,1,0.93
sam_with,depot,50,0.1,0.6,2,1,1,0.58,0.3,1
sam_without,depot,50,0.1,0.6,2,1,1,0.58,0.47,1
rosame,depot,50,0.1,0.6,2,0,0.97,0.97,1,0.95
sam_with,depot,50,0.1,0.6,3,2,1,0.41,0.23,1
sam_without,depot,50,0.1,0.6,3,2,1,0.41,0.4,1
rosame,depot,50,0.1,0.6,3,0,1,0.9,0.93,0.9
sam_with,depot,50,0.1,0.6,4,1,1,0.53,0.3,1
sam_without,depot,50,0.1,0.6,4,1,1,0.53,0.43,1
rosame,depot,50,0.1,0.6,4,0,0.9,1,1,0.83
sam_with,depot,50,0.1,0.8,0,3,1,0.3,0.17,1
sam_without,depot,50,0.1,0.8,0,3,1,0.3,0.2,1
rosame,depot,50,0.1,0.8,0,0,0.62,0.68,0.7,0.71
sam_with,depot,50,0.1,0.8,1,3,1,0.3,0.17,1
sam_without,depot,50,0.1,0.8,1,3,1,0.3,0.27,1
rosame,depot,50,0.1,0.8,1,0,0.93,1,0.93,0.69
sam_with,depot,50,0.1,0.8,2,1,1,0.51,0.27,1
sam_without,depot,50,0.1,0.8,2,1,1,0.51,0.37,1
rosame,depot,50,0.1,0.8,2,0,0.72,0.93,0.8,0.5
sam_with,depot,50,0.1,0.8,3,2,1,0.37,0.2,1
sam_without,depot,50,0.1,0.8,3,2,1,0.37,0.27,1
rosame,depot,50,0.1,0.8,3,0,0.77,0.7,0.73,0.54
sam_with,depot,50,0.1,0.8,4,2,1,0.41,0.2,1
sam_without,depot,50,0.1,0.8,4,2,1,0.41,0.23,1
rosame,depot,50,0.1,0.8,4,0,0.7,0.65,0.7,0.48
sam_with,depot,50,0.1,1,0,2,0.4,0.2,0,0.48
sam_without,depot,50,0.1,1,0,2,0.5,0.14,0.1,0.53
rosame,depot,50,0.1,1,0,0,0.16,0.07,0.2,0.2
sam_with,depot,50,0.1,1,1,2,0.73,0.3,0.1,0.54
sam_without,depot,50,0.1,1,1,2,0.6,0.24,0.27,0.67
rosame,depot,50,0.1,1,1,0,0.43,0.27,0.3,0.15
sam_with,depot,50,0.1,1,2,1,0.7,0.43,0.2,0.68
sam_without,depot,50,0.1,1,2,1,0.74,0.4,0.37,0.78
rosame,depot,50,0.1,1,2,0,0.43,0.39,0.43,0.24
sam_with,depot,50,0.1,1,3,1,0.57,0.29,0.13,0.44
sam_without,depot,50,0.1,1,3,1,0.45,0.25,0.27,0.58
rosame,depot,50,0.1,1,3,0,0.3,0.07,0.3,0.07
sam_with,depot,50,0.1,1,4,0,0.15,0.46,0.07,0.48
sam_without,depot,50,0.1,1,4,0,0.22,0.39,0.23,0.58
rosame,depot,50,0.1,1,4,0,0.4,0.37,0.4,0.16
sam_with,depot,50,0.2,0.2,0,2,1,0.57,0.6,1
sam_without,depot,50,0.2,0.2,0,2,1,0.57,0.6,1
rosame,depot,50,0.2,0.2,0,0,0.65,0.57,0.73,0.6
sam_with,depot,50,0.2,0.2,1,0,1,0.97,1,1
sam_without,depot,50,0.2,0.2,1,0,1,0.97,1,1
rosame,depot,50,0.2,0.2,1,0,1,0.97,1,1
sam_with,depot,50,0.2,0.2,2,0,1,0.97,1,1
sam_without,depot,50,0.2,0.2,2,0,1,0.97,1,1
rosame,depot,50,0.2,0.2,2,0,1,0.97,1,1
sam_with,depot,50,0.2,0.2,3,0,1,0.97,1,1
sam_without,depot,50,0.2,0.2,3,0,1,0.97,1,1
rosame,depot,50,0.2,0.2,3,0,1,0.97,1,1
sam_with,depot,50,0.2,0.2,4,0,1,0.97,1,1
sam_without,depot,50,0.2,0.2,4,0,1,0.97,1,1
rosame,depot,50,0.2,0.2,4,0,0.97,0.97,1,0.95
sam_with,depot,50,0.2,0.4,0,2,1,0.57,0.47,1
sam_without,depot,50,0.2,0.4,0,2,1,0.57,0.6,1
rosame,depot,50,0.2,0.4,0,0,0.65,0.57,0.73,0.6
sam_with,depot,50,0.2,0.4,1,0,1,0.97,0.8,1
sam_without,depot,50,0.2,0.4,1,0,1,0.97,1,1
rosame,depot,50,0.2,0.4,1,0,0.95,0.97,1,0.9
sam_with,depot,50,0.2,0.4,2,0,1,0.92,0.83,1
sam_without,depot,50,0.2,0.4,2,0,1,0.92,1,1
rosame,depot,50,0.2,0.4,2,0,1,0.97,1,1
sam_with,depot,50,0.2,0.4,3,0,1,0.88,0.6,1
sam_without,depot,50,0.2,0.4,3,0,1,0.88,0.8,1
rosame,depot,50,0.2,0.4,3,0,0.88,0.97,1,0.85
sam_with,depot,50,0.2,0.4,4,0,1,0.88,0.77,1
sam_without,depot,50,0.2,0.4,4,0,1,0.88,0.9,1
rosame,depot,50,0.2,0.4,4,0,0.95,0.97,1,0.95
sam_with,depot,50,0.2,0.6,0,2,1,0.57,0.3,1
sam_without,depot,50,0.2,0.6,0,2,1,0.57,0.6,1
rosame,depot,50,0.2,0.6,0,0,0.62,0.57,0.73,0.6
sam_with,depot,50,0.2,0.6,1,0,1,0.89,0.57,1
sam_without,depot,50,0.2,0.6,1,0,1,0.89,0.7,1
rosame,depot,50,0.2,0.6,1,0,0.97,0.97,1,0.88
sam_with,depot,50,0.2,0.6,2,0,1,0.92,0.57,1
sam_without,depot,50,0.2,0.6,2,0,1,0.92,1,1
rosame,depot,50,0.2,0.6,2,0,1,0.97,1,1
sam_with,depot,50,0.2,0.6,3,1,1,0.59,0.43,1
sam_without,depot,50,0.2,0.6,3,1,1,0.59,0.63,1
rosame,depot,50,0.2,0.6,3,0,0.87,0.77,0.87,0.8
sam_with,depot,50,0.2,0.6,4,0,1,0.88,0.5,1
sam_without,depot,50,0.2,0.6,4,0,1,0.88,0.83,1
rosame,depot,50,0.2,0.6,4,0,0.9,1,1,0.83
sam_with,depot,50,0.2,0.8,0,2,1,0.53,0.27,1
sam_without,depot,50,0.2,0.8,0,2,1,0.53,0.53,1
rosame,depot,50,0.2,0.8,0,0,0.59,0.68,0.63,0.71
sam_with,depot,50,0.2,0.8,1,0,1,0.85,0.43,1
sam_without,depot,50,0.2,0.8,1,0,1,0.85,0.63,1
rosame,depot,50,0.2,0.8,1,0,0.88,1,0.87,0.64
sam_with,depot,50,0.2,0.8,2,1,1,0.65,0.33,1
sam_without,depot,50,0.2,0.8,2,1,1,0.65,0.53,1
rosame,depot,50,0.2,0.8,2,0,0.8,0.96,0.8,0.7
sam_with,depot,50,0.2,0.8,3,2,1,0.43,0.23,1
sam_without,depot,50,0.2,0.8,3,2,1,0.43,0.4,1
rosame,depot,50,0.2,0.8,3,0,0.77,0.7,0.77,0.58
sam_with,depot,50,0.2,0.8,4,1,1,0.65,0.27,1
sam_without,depot,50,0.2,0.8,4,1,1,0.65,0.47,1
rosame,depot,50,0.2,0.8,4,0,0.7,0.65,0.7,0.43
sam_with,depot,50,0.2,1,0,2,0.6,0,0.07,0.4
sam_without,depot,50,0.2,1,0,2,0.58,0.19,0.33,0.62
rosame,depot,50,0.2,1,0,0,0.22,0.17,0.33,0.4
sam_with,depot,50,0.2,1,1,2,0.68,0.1,0.1,0.45
sam_without,depot,50,0.2,1,1,2,0.59,0.2,0.3,0.58
rosame,depot,50,0.2,1,1,0,0.43,0.24,0.3,0.1
sam_with,depot,50,0.2,1,2,1,0.48,0.4,0.17,0.41
sam_without,depot,50,0.2,1,2,1,0.53,0.37,0.5,0.6
rosame,depot,50,0.2,1,2,0,0.42,0.41,0.43,0.23
sam_with,depot,50,0.2,1,3,0,0.17,0.15,0.07,0.17
sam_without,depot,50,0.2,1,3,0,0.25,0.37,0.4,0.45
rosame,depot,50,0.2,1,3,0,0.3,0.07,0.3,0.07
sam_with,depot,50,0.2,1,4,0,0.13,0.43,0.07,0.27
sam_without,depot,50,0.2,1,4,0,0.38,0.38,0.43,0.46
rosame,depot,50,0.2,1,4,0,0.37,0.37,0.4,0.16
sam_with,depot,50,0.3,0.2,0,2,1,0.57,0.6,1
sam_without,depot,50,0.3,0.2,0,2,1,0.57,0.6,1
rosame,depot,50,0.3,0.2,0,0,0.68,0.74,0.73,1
sam_with,depot,50,0.3,0.2,1,0,1,0.97,1,1
sam_without,depot,50,0.3,0.2,1,0,1,0.97,1,1
rosame,depot,50,0.3,0.2,1,0,1,0.97,1,1
sam_with,depot,50,0.3,0.2,2,0,1,0.97,1,1
sam_without,depot,50,0.3,0.2,2,0,1,0.97,1,1
rosame,depot,50,0.3,0.2,2,0,1,0.97,1,1
sam_with,depot,50,0.3,0.2,3,0,1,0.97,1,1
sam_without,depot,50,0.3,0.2,3,0,1,0.97,1,1
rosame,depot,50,0.3,0.2,3,0,1,0.97,1,1
sam_with,depot,50,0.3,0.2,4,0,1,0.97,1,1
sam_without,depot,50,0.3,0.2,4,0,1,0.97,1,1
rosame,depot,50,0.3,0.2,4,0,1,0.97,1,1
sam_with,depot,50,0.3,0.4,0,2,1,0.57,0.6,1
sam_without,depot,50,0.3,0.4,0,2,1,0.57,0.6,1
rosame,depot,50,0.3,0.4,0,0,0.8,0.67,0.67,0.8
sam_with,depot,50,0.3,0.4,1,0,1,0.97,0.9,1
sam_without,depot,50,0.3,0.4,1,0,1,0.97,1,1
rosame,depot,50,0.3,0.4,1,0,1,0.97,1,1
sam_with,depot,50,0.3,0.4,2,0,1,0.97,0.9,1
sam_without,depot,50,0.3,0.4,2,0,1,0.97,1,1
rosame,depot,50,0.3,0.4,2,0,1,0.97,1,1
sam_with,depot,50,0.3,0.4,3,0,1,0.93,0.9,1
sam_without,depot,50,0.3,0.4,3,0,1,0.93,0.93,1
rosame,depot,50,0.3,0.4,3,0,1,0.97,1,1
sam_with,depot,50,0.3,0.4,4,0,1,0.92,0.83,1
sam_without,depot,50,0.3,0.4,4,0,1,0.92,0.93,1
rosame,depot,50,0.3,0.4,4,0,1,0.97,1,1
sam_with,depot,50,0.3,0.6,0,2,1,0.57,0.47,1
sam_without,depot,50,0.3,0.6,0,2,1,0.57,0.6,1
rosame,depot,50,0.3,0.6,0,0,0.62,0.72,0.67,0.9
sam_with,depot,50,0.3,0.6,1,0,1,0.97,0.8,1
sam_without,depot,50,0.3,0.6,1,0,1,0.97,1,1
rosame,depot,50,0.3,0.6,1,0,0.95,0.97,1,0.93
sam_with,depot,50,0.3,0.6,2,0,1,0.92,0.83,1
sam_without,depot,50,0.3,0.6,2,0,1,0.92,1,1
rosame,depot,50,0.3,0.6,2,0,0.89,0.94,1,0.87
sam_with,depot,50,0.3,0.6,3,0,1,0.88,0.6,1
sam_without,depot,50,0.3,0.6,3,0,1,0.88,0.8,1
rosame,depot,50,0.3,0.6,3,0,1,0.9,0.93,0.9
sam_with,depot,50,0.3,0.6,4,0,1,0.88,0.77,1
sam_without,depot,50,0.3,0.6,4,0,1,0.88,0.9,1
rosame,depot,50,0.3,0.6,4,0,0.95,0.97,1,0.87
sam_with,depot,50,0.3,0.8,0,2,1,0.4,0.3,0.49
sam_without,depot,50,0.3,0.8,0,2,0.75,0.41,0.6,0.86
rosame,depot,50,0.3,0.8,0,0,0.63,0.82,0.7,0.86
sam_with,depot,50,0.3,0.8,1,0,0.93,0.92,0.57,0.79
sam_without,depot,50,0.3,0.8,1,0,0.74,0.68,0.73,0.91
rosame,depot,50,0.3,0.8,1,0,0.93,1,0.87,0.64
sam_with,depot,50,0.3,0.8,2,0,0.9,0.95,0.5,0.78
sam_without,depot,50,0.3,0.8,2,0,0.83,0.76,1,0.86
rosame,depot,50,0.3,0.8,2,0,0.8,0.95,0.8,0.65
sam_with,depot,50,0.3,0.8,3,1,0.8,0.32,0.33,0.44
sam_without,depot,50,0.3,0.8,3,1,0.65,0.43,0.73,0.86
rosame,depot,50,0.3,0.8,3,0,0.77,0.7,0.73,0.54
sam_with,depot,50,0.3,0.8,4,0,0.9,0.68,0.47,0.58
sam_without,depot,50,0.3,0.8,4,0,0.57,0.67,0.83,0.95
rosame,depot,50,0.3,0.8,4,0,0.7,0.61,0.7,0.43
sam_with,depot,50,0.3,1,0,2,0.5,0,0.03,0.4
sam_without,depot,50,0.3,1,0,2,0.68,0.29,0.53,0.82
rosame,depot,50,0.3,1,0,0,0.16,0.17,0.2,0.35
sam_with,depot,50,0.3,1,1,0,0.48,0.2,0.23,0.2
sam_without,depot,50,0.3,1,1,0,0.54,0.53,0.63,0.65
rosame,depot,50,0.3,1,1,0,0.43,0.24,0.3,0.1
sam_with,depot,50,0.3,1,2,0,0.28,0.35,0.23,0.27
sam_without,depot,50,0.3,1,2,0,0.44,0.52,0.8,0.7
rosame,depot,50,0.3,1,2,0,0.42,0.47,0.43,0.19
sam_with,depot,50,0.3,1,3,0,0.04,0.07,0.03,0.05
sam_without,depot,50,0.3,1,3,0,0.32,0.4,0.5,0.54
rosame,depot,50,0.3,1,3,0,0.33,0.17,0.33,0.12
sam_with,depot,50,0.3,1,4,0,0.25,0.17,0.17,0.12
sam_without,depot,50,0.3,1,4,0,0.46,0.47,0.77,0.54
rosame,depot,50,0.3,1,4,0,0.4,0.37,0.4,0.16
sam_with,depot,50,0.4,0.2,0,2,1,0.57,0.6,1
sam_without,depot,50,0.4,0.2,0,2,1,0.57,0.6,1
rosame,depot,50,0.4,0.2,0,0,0.6,0.67,0.6,0.8
sam_with,depot,50,0.4,0.2,1,0,1,0.97,1,1
sam_without,depot,50,0.4,0.2,1,0,1,0.97,1,1
rosame,depot,50,0.4,0.2,1,0,1,0.97,1,1
sam_with,depot,50,0.4,0.2,2,0,1,0.97,1,1
sam_without,depot,50,0.4,0.2,2,0,1,0.97,1,1
rosame,depot,50,0.4,0.2,2,0,1,0.97,1,1
sam_with,depot,50,0.4,0.2,3,0,1,0.97,1,1
sam_without,depot,50,0.4,0.2,3,0,1,0.97,1,1
rosame,depot,50,0.4,0.2,3,0,1,0.97,1,1
sam_with,depot,50,0.4,0.2,4,0,1,0.97,1,1
sam_without,depot,50,0.4,0.2,4,0,1,0.97,1,1
rosame,depot,50,0.4,0.2,4,0,1,0.97,1,1
sam_with,depot,50,0.4,0.4,0,2,1,0.57,0.6,1
sam_without,depot,50,0.4,0.4,0,2,1,0.57,0.6,1
rosame,depot,50,0.4,0.4,0,0,0.6,0.64,0.6,0.8
sam_with,depot,50,0.4,0.4,1,0,1,0.97,1,1
sam_without,depot,50,0.4,0.4,1,0,1,0.97,1,1
rosame,depot,50,0.4,0.4,1,0,1,0.97,1,1
sam_with,depot,50,0.4,0.4,2,0,1,0.97,1,1
sam_without,depot,50,0.4,0.4,2,0,1,0.97,1,1
rosame,depot,50,0.4,0.4,2,0,1,0.97,1,1
sam_with,depot,50,0.4,0.4,3,0,1,0.97,1,1
sam_without,depot,50,0.4,0.4,3,0,1,0.97,1,1
rosame,depot,50,0.4,0.4,3,0,1,0.97,1,1
sam_with,depot,50,0.4,0.4,4,0,1,0.97,1,1
sam_without,depot,50,0.4,0.4,4,0,1,0.97,1,1
rosame,depot,50,0.4,0.4,4,0,0.95,0.97,1,0.93
sam_with,depot,50,0.4,0.6,0,2,1,0.57,0.57,1
sam_without,depot,50,0.4,0.6,0,2,1,0.57,0.6,1
rosame,depot,50,0.4,0.6,0,0,0.65,0.57,0.73,0.5
sam_with,depot,50,0.4,0.6,1,0,1,0.97,0.83,1
sam_without,depot,50,0.4,0.6,1,0,1,0.97,1,1
rosame,depot,50,0.4,0.6,1,0,0.95,0.97,1,0.93
sam_with,depot,50,0.4,0.6,2,0,1,0.97,0.9,1
sam_without,depot,50,0.4,0.6,2,0,1,0.97,1,1
rosame,depot,50,0.4,0.6,2,0,1,0.97,1,1
sam_with,depot,50,0.4,0.6,3,0,1,0.88,0.83,1
sam_without,depot,50,0.4,0.6,3,0,1,0.88,0.87,1
rosame,depot,50,0.4,0.6,3,0,1,0.9,0.93,0.9
sam_with,depot,50,0.4,0.6,4,0,1,0.92,0.83,1
sam_without,depot,50,0.4,0.6,4,0,1,0.92,0.93,1
rosame,depot,50,0.4,0.6,4,0,0.92,0.97,1,0.93
sam_with,depot,50,0.4,0.8,0,2,0.89,0.1,0.3,0.45
sam_without,depot,50,0.4,0.8,0,2,0.73,0.4,0.6,0.86
rosame,depot,50,0.4,0.8,0,0,0.62,0.78,0.7,0.91
sam_with,depot,50,0.4,0.8,1,0,0.85,0.53,0.53,0.37
sam_without,depot,50,0.4,0.8,1,0,0.63,0.66,1,0.79
rosame,depot,50,0.4,0.8,1,0,0.93,1,0.93,0.65
sam_with,depot,50,0.4,0.8,2,0,0.8,0.78,0.53,0.51
sam_without,depot,50,0.4,0.8,2,0,0.62,0.68,1,0.79
rosame,depot,50,0.4,0.8,2,0,0.79,0.93,0.8,0.6
sam_with,depot,50,0.4,0.8,3,0,0.77,0.47,0.57,0.43
sam_without,depot,50,0.4,0.8,3,0,0.5,0.57,0.8,0.69
rosame,depot,50,0.4,0.8,3,0,0.77,0.7,0.73,0.5
sam_with,depot,50,0.4,0.8,4,0,0.76,0.83,0.7,0.6
sam_without,depot,50,0.4,0.8,4,0,0.5,0.56,0.9,0.74
rosame,depot,50,0.4,0.8,4,0,0.66,0.65,0.7,0.39
sam_with,depot,50,0.4,1,0,2,0.58,0.1,0.1,0.45
sam_without,depot,50,0.4,1,0,2,0.7,0.3,0.6,0.86
rosame,depot,50,0.4,1,0,0,0.18,0.09,0.27,0.15
sam_with,depot,50,0.4,1,1,0,0.33,0.25,0.17,0.2
sam_without,depot,50,0.4,1,1,0,0.57,0.57,0.73,0.68
rosame,depot,50,0.4,1,1,0,0.5,0.25,0.37,0.1
sam_with,depot,50,0.4,1,2,0,0.47,0.48,0.37,0.19
sam_without,depot,50,0.4,1,2,0,0.5,0.5,1,0.68
rosame,depot,50,0.4,1,2,0,0.43,0.4,0.43,0.23
sam_with,depot,50,0.4,1,3,0,0.12,0,0.07,0
sam_without,depot,50,0.4,1,3,0,0.38,0.37,0.73,0.53
rosame,depot,50,0.4,1,3,0,0.3,0.07,0.3,0.07
sam_with,depot,50,0.4,1,4,0,0.43,0.6,0.33,0.21
sam_without,depot,50,0.4,1,4,0,0.48,0.48,0.83,0.58
rosame,depot,50,0.4,1,4,0,0.4,0.37,0.4,0.16
sam_with,depot,50,0.5,0.2,0,2,1,0.57,0.6,1
sam_without,depot,50,0.5,0.2,0,2,1,0.57,0.6,1
rosame,depot,50,0.5,0.2,0,0,0.63,0.73,0.67,0.9
sam_with,depot,50,0.5,0.2,1,0,1,0.97,1,1
sam_without,depot,50,0.5,0.2,1,0,1,0.97,1,1
rosame,depot,50,0.5,0.2,1,0,1,0.97,1,1
sam_with,depot,50,0.5,0.2,2,0,1,0.97,1,1
sam_without,depot,50,0.5,0.2,2,0,1,0.97,1,1
rosame,depot,50,0.5,0.2,2,0,1,0.97,1,1
sam_with,depot,50,0.5,0.2,3,0,1,0.97,1,1
sam_without,depot,50,0.5,0.2,3,0,1,0.97,1,1
rosame,depot,50,0.5,0.2,3,0,1,0.97,1,1
sam_with,depot,50,0.5,0.2,4,0,1,0.97,1,1
sam_without,depot,50,0.5,0.2,4,0,1,0.97,1,1
rosame,depot,50,0.5,0.2,4,0,1,0.97,1,1
sam_with,depot,50,0.5,0.4,0,2,1,0.57,0.6,1
sam_without,depot,50,0.5,0.4,0,2,1,0.57,0.6,1
rosame,depot,50,0.5,0.4,0,0,0.62,0.73,0.67,0.85
sam_with,depot,50,0.5,0.4,1,0,1,0.97,1,1
sam_without,depot,50,0.5,0.4,1,0,1,0.97,1,1
rosame,depot,50,0.5,0.4,1,0,1,0.97,1,1
sam_with,depot,50,0.5,0.4,2,0,1,0.97,1,1
sam_without,depot,50,0.5,0.4,2,0,1,0.97,1,1
rosame,depot,50,0.5,0.4,2,0,0.92,0.97,1,0.9
sam_with,depot,50,0.5,0.4,3,0,1,0.97,1,1
sam_without,depot,50,0.5,0.4,3,0,1,0.97,1,1
rosame,depot,50,0.5,0.4,3,0,1,0.97,1,1
sam_with,depot,50,0.5,0.4,4,0,1,0.97,1,1
sam_without,depot,50,0.5,0.4,4,0,1,0.97,1,1
rosame,depot,50,0.5,0.4,4,0,1,0.97,1,1
sam_with,depot,50,0.5,0.6,0,2,1,0.6,0.6,0.86
sam_without,depot,50,0.5,0.6,0,2,0.73,0.4,0.6,0.86
rosame,depot,50,0.5,0.6,0,0,0.68,0.57,0.8,0.55
sam_with,depot,50,0.5,0.6,1,0,1,1,1,0.79
sam_without,depot,50,0.5,0.6,1,0,0.72,0.73,1,0.79
rosame,depot,50,0.5,0.6,1,0,0.95,0.97,1,0.93
sam_with,depot,50,0.5,0.6,2,0,0.97,1,0.97,0.75
